Caso Noticia,Artículo,Tipo de Noticia,Fecha de los Hechos,Fecha de la denuncia,Fecha Última Actuación,Última Actuación,Análisis Proceso
050016000248202256752,ESTAFA. ART. 246 C.P.,DENUNCIA,2022-02-28 19:31:00,2022-06-14 19:39:00,2025-06-06 09:41:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202430486,ESTAFA. ART. 246 C.P.,QUERELLA,2024-08-08 15:30:00,2024-08-09 15:35:00,2025-03-28 16:18:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202408503,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-10 01:00:00,2024-09-13 09:17:00,2024-11-14 15:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202453987,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-03 20:05:00,2024-07-21 14:19:00,2025-03-11 11:38:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202514685,ESTAFA. ART. 246 C.P.,QUERELLA,2023-08-03 05:44:00,2025-02-12 13:04:00,2025-03-13 11:33:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202477890,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-02 13:00:00,2024-11-29 11:57:00,2025-01-23 11:17:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202423184,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-09 16:24:00,2024-04-10 15:45:00,2024-04-29 13:57:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202510419,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-06 22:33:00,2025-01-09 07:50:00,2025-01-28 11:46:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202511887,ESTAFA. ART. 246 C.P.,DE OFICIO (INFORMES),2024-12-23 04:20:00,2025-01-17 16:59:00,2025-02-07 16:50:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202475301,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-31 05:46:00,2024-11-06 10:38:00,2024-12-03 09:42:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202450068,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-01 15:30:00,2024-07-02 14:27:00,2025-01-16 11:33:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202472690,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-17 01:39:00,2024-10-22 14:52:00,2024-12-03 17:12:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202527176,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-23 20:28:00,2025-05-12 10:06:00,2025-06-10 14:26:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202503508,ESTAFA. ART. 246 C.P.,QUERELLA,2025-06-17 17:00:00,2025-06-19 17:40:00,2025-07-24 15:18:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202520159,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-08 19:30:00,2025-04-15 11:06:00,2025-06-10 18:00:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202479881,ESTAFA. ART. 246 C.P.,QUERELLA,2024-12-13 21:40:00,2024-12-30 14:23:00,2025-02-03 13:35:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202533688,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-29 23:30:00,2025-06-10 10:25:00,2025-07-11 11:40:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202422503,ESTAFA. ART. 246 C.P.,QUERELLA,2023-10-06 11:06:00,2024-02-23 11:52:00,2025-02-13 13:51:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202402989,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-15 05:00:00,2024-04-17 16:14:00,2024-06-25 13:48:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202462734,ESTAFA. ART. 246 C.P.,QUERELLA,2024-08-26 18:29:00,2024-08-30 14:02:00,2024-12-11 09:25:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202436467,ESTAFA. ART. 246 C.P.,DENUNCIA,2022-06-18 00:00:00,2024-05-03 08:24:00,2024-05-14 16:50:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202415823,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-26 13:48:00,2024-03-04 11:57:00,2024-04-22 16:37:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202455067,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-28 21:49:00,2024-07-26 08:04:00,2025-03-28 14:58:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202516014,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-24 10:00:00,2025-02-24 16:49:00,2025-03-31 10:37:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202424824,ESTAFA. ART. 246 C.P.,QUERELLA,2024-08-22 14:30:00,2024-08-28 11:06:00,2025-01-24 11:01:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202444806,ESTAFA. ART. 246 C.P.,QUERELLA,2024-11-18 20:20:00,2024-11-25 12:45:00,2024-12-17 15:31:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
110016010000202431720,ESTAFA. ART. 246 C.P.,QUERELLA,2024-12-06 18:30:00,2024-12-09 10:56:00,2024-12-16 10:20:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016100335202406741,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-19 08:30:00,2024-07-23 11:25:00,2025-01-22 15:31:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202521396,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-06 13:00:00,2025-04-09 08:59:00,2025-07-08 13:39:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202459314,ESTAFA. ART. 246 C.P.,QUERELLA,2024-08-08 16:17:00,2024-08-15 13:51:00,2025-01-22 15:39:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202535212,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-04-19 00:30:00,2025-06-16 13:13:00,2025-07-15 15:44:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202519629,ESTAFA. ART. 246 C.P.,DENUNCIA,2025-04-05 13:30:00,2025-04-08 10:00:00,2025-06-12 15:55:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202525857,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-12-07 12:51:00,2025-05-06 12:19:00,2025-07-15 15:33:00,CAMBIO DE PROCEDIMIENTO ABREVIADO A PROCEDIMIENTO ORDINARIO,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202436803,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-15 15:13:00,2024-05-03 14:25:00,2025-06-19 14:57:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202440142,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-19 05:38:00,2024-05-20 09:15:00,2025-04-03 10:03:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016099157202411345,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-08 17:00:00,2024-03-12 08:40:00,2024-05-27 16:36:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202431909,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-08-09 20:57:00,2024-08-21 13:31:00,2024-09-19 14:16:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202435992,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-08 21:57:00,2024-04-30 12:07:00,2024-11-21 09:04:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
630016000059202412075,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-22 15:00:00,2024-05-07 16:33:00,2024-06-18 10:18:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202421714,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-09 16:00:00,2024-02-20 14:04:00,2024-04-29 11:32:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052126000201202312927,ESTAFA. ART. 246 C.P.,QUERELLA,2023-06-20 05:00:00,2023-09-08 13:50:00,2023-10-10 15:42:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202519691,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-05 05:06:00,2025-04-08 15:48:00,2025-05-26 00:00:00,Programa metodológico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528251,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-28 19:23:00,2025-05-14 12:24:00,2025-06-12 16:53:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202453742,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-04 05:53:00,2024-07-19 12:52:00,2025-03-28 16:35:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202478738,ESTAFA. ART. 246 C.P.,QUERELLA,2024-12-04 18:30:00,2024-12-13 17:04:00,2025-01-22 15:44:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202429580,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-29 22:00:00,2024-08-02 12:33:00,2025-01-22 14:19:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202511077,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-02 14:48:00,2025-01-14 08:09:00,2025-02-05 14:36:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202533819,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-08 23:30:00,2025-06-10 12:47:00,2025-07-23 16:41:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202459894,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-19 18:18:00,2024-08-20 14:56:00,2024-11-20 16:55:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202434367,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-01 08:17:00,2024-09-06 08:25:00,2024-10-18 17:35:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202450402,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-03 16:30:00,2024-07-04 11:05:00,2024-10-29 16:36:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202407185,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-10 08:30:00,2024-08-06 13:07:00,2024-10-03 16:57:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202430541,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-03 11:28:00,2024-04-08 11:45:00,2025-07-22 00:00:00,"Ubicacion de personas (indiciados, testigos o victimas)",🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
680016000160202417712,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-25 23:00:00,2024-04-04 09:23:00,2024-05-20 11:33:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202308085,ESTAFA. ART. 246 C.P.,QUERELLA,2023-09-05 02:30:00,2023-09-06 10:51:00,2024-02-15 12:00:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202526386,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-01 20:00:00,2025-05-07 14:10:00,2025-06-25 17:03:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
052126000201202510599,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-08 15:57:00,2025-03-27 13:09:00,2025-05-26 10:21:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202526340,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-03 05:05:00,2025-05-07 13:35:00,2025-07-07 16:12:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016099166202515889,ESTAFA. ART. 246 C.P.,QUERELLA,2024-12-11 14:26:00,2025-02-21 14:47:00,2025-04-04 15:22:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016100335202501023,ESTAFA. ART. 246 C.P.,QUERELLA,2025-02-26 00:30:00,2025-03-01 11:24:00,2025-03-13 09:57:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202524760,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-17 16:30:00,2025-04-30 14:48:00,2025-05-26 15:07:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202418214,ESTAFA. ART. 246 C.P.,QUERELLA,2024-01-02 11:22:00,2024-02-05 11:27:00,2025-03-11 14:49:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202443954,ESTAFA. ART. 246 C.P.,QUERELLA,2024-05-27 18:02:00,2024-06-05 12:04:00,2025-01-22 20:24:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202469110,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-28 22:15:00,2024-10-04 08:10:00,2025-04-25 14:13:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202447506,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-24 23:49:00,2024-12-09 12:57:00,2025-02-14 16:51:00,QUERELLA PROGRAMADA PARA CONCILIACION (1A.CITA).,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202344495,ESTAFA. ART. 246 C.P.,QUERELLA,2023-10-23 19:45:00,2023-10-27 09:08:00,2025-07-21 15:22:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202462923,ESTAFA. ART. 246 C.P.,QUERELLA,2024-07-30 10:52:00,2024-09-02 10:26:00,2025-05-30 12:07:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052666000203202413124,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-17 06:09:00,2024-09-17 20:56:00,2024-10-30 11:38:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
056976000333202410154,ESTAFA. ART. 246 C.P.,QUERELLA,2024-08-11 09:19:00,2024-08-12 09:29:00,2024-09-13 08:34:00,Sale a fiscal de conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202443797,ESTAFA. ART. 246 C.P.,DE OFICIO (INFORMES),2024-09-19 10:34:00,2024-11-19 08:04:00,2024-12-03 16:44:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202474362,ESTAFA. ART. 246 C.P.,QUERELLA,2024-10-24 17:24:00,2024-10-30 12:35:00,2025-02-04 11:06:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202452966,ESTAFA. ART. 246 C.P.,DENUNCIA,2024-07-03 21:33:00,2024-07-17 09:46:00,2024-10-03 11:02:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202426763,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-28 19:00:00,2024-03-14 16:48:00,2024-06-14 10:02:00,Querella programada para conciliación ( 1a. - cita ),🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202467902,ESTAFA. ART. 246 C.P.,QUERELLA,2024-09-24 15:44:00,2024-09-25 22:33:00,2024-11-13 10:33:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202429543,ESTAFA. ART. 246 C.P.,QUERELLA,2024-02-29 20:43:00,2024-04-02 13:36:00,2024-05-15 11:38:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
052506109280202300117,ESTAFA. ART. 246 C.P.,QUERELLA,2023-04-23 10:00:00,2023-05-29 15:18:00,2025-07-29 14:29:00,Conciliacion fracasada (no se hizo - complementar con el motivo),➡️ Continuar con el proceso (Conciliación Fracasada)
050016099166202428338,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-01 22:00:00,2024-07-24 08:38:00,2024-08-26 15:20:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202455134,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-27 09:33:00,2024-07-26 09:53:00,2024-09-26 10:27:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202410393,ESTAFA. ART. 246 C.P.,QUERELLA,2023-07-28 22:40:00,2024-01-04 13:22:00,2024-05-24 14:47:00,Registro de informacion formal,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
230016099050202410900,ESTAFA. ART. 246 C.P.,QUERELLA,2024-03-27 13:40:00,2024-04-15 07:38:00,2024-07-12 10:29:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
110016010000202342976,ESTAFA. ART. 246 C.P.,QUERELLA,2023-07-08 10:29:00,2023-08-24 00:54:00,2025-03-07 00:00:00,Verificacion de arraigo y/o  estudio socio economico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202535203,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-02 19:54:00,2025-06-16 13:07:00,2025-07-24 15:31:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202531641,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-23 15:46:00,2025-05-30 17:10:00,2025-07-10 16:27:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202522409,ESTAFA. ART. 246 C.P.,QUERELLA,2025-01-25 16:30:00,2025-04-16 10:42:00,2025-05-27 14:21:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202533842,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-09 13:38:00,2025-06-10 13:25:00,2025-07-11 16:01:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016100335202503089,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-09 18:00:00,2025-05-26 09:13:00,2025-07-15 15:47:00,Obtención de documentos,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202531551,ESTAFA. ART. 246 C.P.,QUERELLA,2025-04-26 23:09:00,2025-05-28 14:42:00,2025-07-10 16:46:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
050016000248202341546,ESTAFA. ART. 246 C.P.,QUERELLA,2023-05-30 22:00:00,2023-10-06 13:17:00,2025-07-07 14:09:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202528303,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-15 18:30:00,2025-05-14 13:53:00,2025-06-11 15:55:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202527508,ESTAFA. ART. 246 C.P.,QUERELLA,2025-03-25 14:52:00,2025-05-13 08:27:00,2025-06-10 14:46:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202442243,ESTAFA. ART. 246 C.P.,QUERELLA,2024-04-11 19:30:00,2024-05-28 13:53:00,2025-01-22 19:45:00,Sale de fiscal intervención temprana a fiscal conocimiento,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016000248202479818,ESTAFA. ART. 246 C.P.,QUERELLA,2024-12-27 21:44:00,2024-12-30 12:20:00,2025-03-26 16:32:00,Busqueda en bases de datos de acceso publico,🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses)
050016099166202516927,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-11 21:22:00,2025-03-05 10:38:00,2025-03-13 13:30:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
053606099057202412199,ESTAFA. ART. 246 C.P.,QUERELLA,2024-06-05 11:00:00,2024-06-06 16:25:00,2024-12-13 10:30:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL,"🟡 Avanzar con el proceso (No registra actuación en los últimos 2 meses), ✅ Se puede proceder con el archivo del caso (Solicitud de información pendiente hace más de 2 meses)"
